id;mission_task_id;collaborateur_id;heures_planifiees;heures_effectuees;taux_horaire;statut;created_at;updated_at
375a4e4e-2a3e-4f55-b6d7-af18ed62de28;4ebf073a-ec9b-4c2e-b054-5a5ea5203ca8;18df09a7-9f7c-4a78-ab1a-9d71e175900b;30;0;0.00;EN_COURS;Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00)
be3f863e-ae0a-4e93-a153-8cd1cc0396ac;4ebf073a-ec9b-4c2e-b054-5a5ea5203ca8;3f8df73a-4ece-4d0f-b616-6ab2f9798133;30;0;0.00;EN_COURS;Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00)
3ad7c569-4792-48e6-9cd4-d9f94e9a034d;87bf07bc-3742-43cc-923d-705e94e7b054;77dd3a3f-bb6d-4f3a-82cc-cfb9baf2124e;30;0;0.00;EN_COURS;Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00)
05dea8be-41bc-43b1-8db5-119f24b8f78d;87bf07bc-3742-43cc-923d-705e94e7b054;223fa532-582f-43f7-afb9-e62f3ca773b2;30;0;0.00;EN_COURS;Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00)
ab0188dd-7c94-49e2-8244-110396a1f74e;9932a336-8ef7-4302-a705-033d0374cd88;77dd3a3f-bb6d-4f3a-82cc-cfb9baf2124e;30;0;0.00;EN_COURS;Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00)
4231103a-1e24-4e2c-9f96-bc74e520d64f;9932a336-8ef7-4302-a705-033d0374cd88;223fa532-582f-43f7-afb9-e62f3ca773b2;30;0;0.00;EN_COURS;Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00)
532884c4-ed6c-4cb8-9197-b131d7af9106;9932a336-8ef7-4302-a705-033d0374cd88;65d9011e-2e06-4f75-a9a0-efeb52e85080;30;0;0.00;EN_COURS;Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00)
1374d1e6-ab03-4f17-b097-9b31b883dcf3;8fcbc390-3068-4a0f-8428-4d3024fd2a64;223fa532-582f-43f7-afb9-e62f3ca773b2;30;0;0.00;EN_COURS;Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00)
0a44e1e9-824e-492f-ac26-b12a13e2f588;d93b36a8-fd8b-4a82-ac09-afbd7ec47857;223fa532-582f-43f7-afb9-e62f3ca773b2;30;0;0.00;EN_COURS;Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00)
5ec1d90a-5ebd-4aab-94ef-664f0a914baf;c9679b66-1550-41f9-9a48-ded6ad16482e;223fa532-582f-43f7-afb9-e62f3ca773b2;30;0;0.00;EN_COURS;Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00)
1df8bf32-2937-40a7-8771-791ed8e2e215;066743f8-4565-47aa-9dd8-8d7c2c5bd8e0;6367cda8-2753-4b3a-bd3f-86c984542a0a;30;0;0.00;EN_COURS;Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00)
143045e5-9b62-4435-a084-f2512c09185b;b58758ef-d95e-4584-bc25-a5fe74447877;6367cda8-2753-4b3a-bd3f-86c984542a0a;30;0;0.00;EN_COURS;Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00)
2f3c3ac3-2fb7-4863-818c-c53c423254e1;b58758ef-d95e-4584-bc25-a5fe74447877;e397b376-2ca2-4418-a6b1-cf49d0b3684d;30;0;0.00;EN_COURS;Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00)
06c10342-a8d2-46a7-8721-3e997d29eec0;f1862874-74a7-4338-8452-6e9a31261cd7;e397b376-2ca2-4418-a6b1-cf49d0b3684d;30;0;0.00;EN_COURS;Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00)
015c4bbe-dedd-4339-ab0f-b8370adcb19d;f1862874-74a7-4338-8452-6e9a31261cd7;85bc8c6e-2634-4421-a5f5-c1e3ccdce118;30;0;0.00;EN_COURS;Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00)
356290e1-13ef-4382-a021-ad0e54fa853e;f1862874-74a7-4338-8452-6e9a31261cd7;6367cda8-2753-4b3a-bd3f-86c984542a0a;30;0;0.00;EN_COURS;Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00)
55056f62-d14e-4583-aee9-e01d62c7b65e;6e41d775-d9dc-4ac3-8147-85d20cc4ff74;e397b376-2ca2-4418-a6b1-cf49d0b3684d;30;0;0.00;EN_COURS;Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00)
a1226202-a2a4-44b8-b469-362456633fe4;6e41d775-d9dc-4ac3-8147-85d20cc4ff74;6367cda8-2753-4b3a-bd3f-86c984542a0a;30;0;0.00;EN_COURS;Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00)
dc30b7b3-ab6c-44a2-9041-9f90ca80d56c;8f8ef3af-8139-4818-9c52-21bc35849245;e0e81bea-f49a-4df1-9d45-1bdadb615af0;30;0;0.00;EN_COURS;Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00)
6f66277b-9573-48f0-9d0a-bc876f6b7a6d;8f8ef3af-8139-4818-9c52-21bc35849245;2f5b23db-393c-4414-9fc6-aa89330d8d57;30;0;0.00;EN_COURS;Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00)
0fbe8e26-6647-4b06-8b9b-c8e56b659343;8f8ef3af-8139-4818-9c52-21bc35849245;068b6de3-15e7-44f7-9681-a58629dc6b71;30;0;0.00;EN_COURS;Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00)
d58a3669-d649-42fb-b79a-801b829eb62c;8f8ef3af-8139-4818-9c52-21bc35849245;d41e51cf-efb4-4543-a196-bdbd93631cd0;30;0;0.00;EN_COURS;Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00)
a02e856a-7156-46a0-9c9e-7ecb3414a6b8;8f8ef3af-8139-4818-9c52-21bc35849245;c4c21aae-fb93-4a90-8e3f-20b14f1534ce;30;0;0.00;EN_COURS;Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00)
d6d7a81c-878a-4674-a442-1a4d0d910f80;8f8ef3af-8139-4818-9c52-21bc35849245;9415dddf-0332-47d6-b5d6-67da8e07ccd4;30;0;0.00;EN_COURS;Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00)
7c3b3e83-c2e1-4a52-9d79-4172af18d139;8f8ef3af-8139-4818-9c52-21bc35849245;c7d9bed0-1408-4f38-9227-23190fb5612b;30;0;0.00;EN_COURS;Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00)
87cc9026-8e78-433c-9353-90b0fa44778a;8f8ef3af-8139-4818-9c52-21bc35849245;2bee0d70-6b0e-4647-8bcb-bd24621c6896;30;0;0.00;EN_COURS;Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00)
196baa80-ae05-40aa-97d1-1b5cc251ceaa;8f8ef3af-8139-4818-9c52-21bc35849245;f0098b3d-5665-42d2-bf9b-d7d15905146a;30;0;0.00;EN_COURS;Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00)
d34f003a-c560-4ac8-9b07-b2642e82aa36;8f8ef3af-8139-4818-9c52-21bc35849245;5248737d-3e5c-41bf-8e4b-0c30d0674664;30;0;0.00;EN_COURS;Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00)
e6df2342-8c0e-4f69-bd5f-3e4b7fe94fe5;53d78b21-dedf-4f93-b80c-0981301bd65f;e0e81bea-f49a-4df1-9d45-1bdadb615af0;30;0;0.00;EN_COURS;Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00)
b93fde4a-f348-49d0-96e4-22b6a240545e;53d78b21-dedf-4f93-b80c-0981301bd65f;2f5b23db-393c-4414-9fc6-aa89330d8d57;30;0;0.00;EN_COURS;Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00)
1aa3fe79-5133-4963-904d-19d540644ef8;53d78b21-dedf-4f93-b80c-0981301bd65f;2bee0d70-6b0e-4647-8bcb-bd24621c6896;30;0;0.00;EN_COURS;Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00)
2d669569-fdde-4447-b7f1-1606093bcc0f;c5e0c9dc-cd97-4d6a-abac-e6d1a328cbb6;e0e81bea-f49a-4df1-9d45-1bdadb615af0;30;0;0.00;EN_COURS;Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00)
024e97bb-3aae-46b6-b900-d9885de66aff;c5e0c9dc-cd97-4d6a-abac-e6d1a328cbb6;d41e51cf-efb4-4543-a196-bdbd93631cd0;30;0;0.00;EN_COURS;Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00)
fb0ebdfc-eda1-4e64-ad78-02704a2e791c;c5e0c9dc-cd97-4d6a-abac-e6d1a328cbb6;c4c21aae-fb93-4a90-8e3f-20b14f1534ce;30;0;0.00;EN_COURS;Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00)
bebff921-1eaf-4016-8e7e-f7c853789f91;c5e0c9dc-cd97-4d6a-abac-e6d1a328cbb6;c7d9bed0-1408-4f38-9227-23190fb5612b;30;0;0.00;EN_COURS;Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00)
782c174f-fcab-48ec-b786-81f77c3a2818;c5e0c9dc-cd97-4d6a-abac-e6d1a328cbb6;0cb8e0c0-e79c-4f3f-ac42-d7ecb52b1adc;30;0;0.00;EN_COURS;Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00)
e061e459-788e-44dd-9b7a-b81b4a6bfa36;7cc8aebe-ef8e-44ce-83d3-d40e6e0f1212;e0e81bea-f49a-4df1-9d45-1bdadb615af0;30;0;0.00;EN_COURS;Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00)
9fd2e9c5-9cd3-4213-b65c-eff93331953b;7cc8aebe-ef8e-44ce-83d3-d40e6e0f1212;d41e51cf-efb4-4543-a196-bdbd93631cd0;30;0;0.00;EN_COURS;Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00);Mon Dec 08 2025 10:23:24 GMT-0500 (UTC−05:00)
